genes	logFC	logCPM	F	PValue	FDR	DE
ENSMUSG00000027075	Slc43a1	-0.132091622945627	5.54358898832773	7.75186087931798	0.00733233861393097	0.0402356064750228	NS
ENSMUSG00000022770	Dlg1	0.166738709125207	5.59768133648901	7.74797653776855	0.00734615012708349	0.0403003729421791	NS
ENSMUSG00000021709	Erbin	-0.135990785963736	5.23045581805144	7.74727920609792	0.00734863252583965	0.040302970402787	NS
ENSMUSG00000027668	Mfn1	0.151771212909728	4.75282915591484	7.74594580590119	0.00735338169911424	0.0403179949843208	NS
ENSMUSG00000101493	2810405F17Rik	-0.553950924696781	1.05957130271395	7.74472454152806	0.00735773431831381	0.0403308376759594	NS
ENSMUSG00000107128	Gm42867	0.750923546311519	0.173016291653416	7.74294522425212	0.00736408071730679	0.0403545991124307	up
ENSMUSG00000117730	AC115117.1	-0.895553088482503	-0.617261528824406	7.74131622923024	0.00736989601537615	0.0403754379739149	down
ENSMUSG00000067889	Sptbn2	0.260162454713946	3.7926850208424	7.73878290625815	0.00737894927043303	0.0404139995259152	NS
ENSMUSG00000051224	Tceanc	-0.249208461879655	3.25709505893559	7.7344140635182	0.00739458963125609	0.0404886073095687	NS
ENSMUSG00000021665	Hexb	-0.402997102890611	2.30480267768745	7.72945468731741	0.00741238647300265	0.0405749788325728	NS
ENSMUSG00000021752	Kctd6	-0.206783533939419	3.66170354408101	7.72699734922938	0.00742122142346538	0.0406122597374693	NS
ENSMUSG00000096918	Gm16863	-0.912821003846676	0.120408681073655	7.72028942542445	0.00744539523829823	0.0407334385794216	down
ENSMUSG00000048047	Zbtb33	-0.28239886133366	3.05134478247267	7.71752520573746	0.00745538100304342	0.0407769502952718	NS
ENSMUSG00000081703	Gm6285	0.557681902981767	-0.0172415240993246	7.7136031315927	0.00746957377496291	0.040843442102291	NS
ENSMUSG00000097994	Gm26982	-0.4219881832973	1.35331957521259	7.71243177505742	0.00747381807628847	0.0408555145085829	NS
ENSMUSG00000085342	Gm12254	0.179715783143904	3.27583339469366	7.71006394607277	0.00748240545462311	0.0408858508222412	NS
ENSMUSG00000001763	Tspan33	0.356811286067567	3.56794068867871	7.7569582636419	0.00748467931034671	0.0408858508222412	NS
ENSMUSG00000029005	Draxin	0.555020121003567	1.46485458398735	7.70902527654017	0.00748617566907967	0.0408858508222412	NS
ENSMUSG00000016495	Plgrkt	-0.141300212048909	5.00162494056274	7.70865519720818	0.00748751948564023	0.0408858508222412	NS
ENSMUSG00000027176	Cstf3	-0.0919012858020583	6.31109588849804	7.70749399637286	0.00749173764146598	0.0408977525341743	NS
ENSMUSG00000103916	Gm38071	1.2914978796491	-0.729027888205675	7.70690034956358	0.00749389507969893	0.0408984012755495	up
ENSMUSG00000053965	Pde5a	-0.203853159666278	3.87094281573374	7.70244690573903	0.00751010075206281	0.0409734011350192	NS
ENSMUSG00000028431	Elp1	0.105528231394746	6.81141951315873	7.70200189648377	0.00751172213012664	0.0409734011350192	NS
ENSMUSG00000042010	Acacb	0.700455043087432	1.46488750007191	7.71323975018862	0.0075227877010832	0.0410226058328707	up
ENSMUSG00000022844	Pdia5	0.166277997903016	5.05117597492917	7.69662540535349	0.00753134042296379	0.0410580846645379	NS
ENSMUSG00000034681	Rnps1	-0.0863354807360483	8.65397946042931	7.69412133819986	0.00754049596195049	0.0410821131215329	NS
ENSMUSG00000022453	Naga	0.332396310661406	3.32704567834069	7.70343442582935	0.00754175488184532	0.0410821131215329	NS
ENSMUSG00000017897	Eya2	0.513654961062533	4.29651807335956	7.86932065993927	0.00754189126839824	0.0410821131215329	NS
ENSMUSG00000058402	Zfp420	0.264902008164054	2.86590729850934	7.69215408037419	0.00754769701758956	0.0411025780583284	NS
ENSMUSG00000060969	Irx1	-0.878866621570054	-0.168049434151282	7.69108936477152	0.00755159738472588	0.0411126585433842	down
ENSMUSG00000067713	Prkag1	0.203136762107112	3.00450285388888	7.68829328538012	0.00756185037500844	0.0411573093389635	NS
ENSMUSG00000074505	Fat3	0.341503706582697	3.27712424526171	7.69398769585016	0.00756578912525372	0.0411675783647519	NS
ENSMUSG00000026558	Uck2	-0.0940603854888356	7.5502991245209	7.68589292405094	0.00757066401494487	0.0411829342374794	NS
ENSMUSG00000008575	Nfib	0.607372383793022	2.36933654840628	7.72489626164517	0.00759753925746887	0.0413137027009316	up
ENSMUSG00000022510	Trp63	1.34587768844026	0.515049484640945	7.78795779900079	0.00759882180073958	0.0413137027009316	up
ENSMUSG00000022706	Mrpl40	-0.100748579568164	7.29030696452064	7.67272337964505	0.00761921313124944	0.0414133443075389	NS
ENSMUSG00000061894	Zscan20	0.304299069942779	2.23506997213516	7.67186168269484	0.00762240117741744	0.0414194508183501	NS
ENSMUSG00000027247	Arhgap1	-0.163273276510244	5.47870877086467	7.66875952437755	0.00763388998372221	0.0414706474014175	NS
ENSMUSG00000103194	Gm37643	-1.76389413828328	-1.00338628310888	7.71252800492933	0.00764037953888961	0.041494665487061	down
ENSMUSG00000042724	Map3k9	1.33339786494912	-0.492629909816429	7.66173556707697	0.00765997069046954	0.0415898056812449	up
ENSMUSG00000070858	Gm1673	0.145117932074101	6.05114679260663	7.65964789376999	0.00766774055514406	0.0416207280890963	NS
ENSMUSG00000021843	Ktn1	-0.0980145648237774	7.40078134894901	7.65908445435382	0.00766983897834196	0.0416208573393282	NS
ENSMUSG00000006576	Slc4a3	0.312120979161449	2.75673470847961	7.65643368878179	0.00767971938523622	0.0416632045177418	NS
ENSMUSG00000027931	Npr1	0.773097936231465	0.450990092712668	7.65281516962653	0.0076932286590433	0.0417090241775571	up
ENSMUSG00000015337	Endog	-0.233093512422437	3.26554922761485	7.65270744499184	0.00769363121916089	0.0417090241775571	NS
ENSMUSG00000029148	Nrbp1	-0.129260901420068	6.56351273686912	7.65250112738486	0.00769440227699824	0.0417090241775571	NS
ENSMUSG00000067818	Myl9	-0.433295349389452	5.60944908002017	7.8303615373541	0.00770081518132128	0.0417325105801371	NS
ENSMUSG00000089646	Gm15796	0.364412825491982	0.989634086983717	7.64919239643539	0.00770677893380642	0.0417535508965769	NS
ENSMUSG00000027719	Adad1	-1.55296800146579	-1.17102929662	7.70490304692323	0.00771467394673271	0.0417850401510129	down
ENSMUSG00000026773	Pfkfb3	-0.265774652843032	4.03365531952367	7.65313997892431	0.00771835331061899	0.0417936853218996	NS
ENSMUSG00000032030	Cul5	-0.108996599589371	5.72606190982009	7.63703324631989	0.00775244224641258	0.0419669445082378	NS
ENSMUSG00000031202	Rab39b	-0.442205581497652	1.27271372788792	7.63471596898032	0.00776117704946349	0.0420028955938323	NS
ENSMUSG00000008398	Elk3	0.246957322109615	4.29865883009711	7.6289184666369	0.00778967412418836	0.0421416264215235	NS
ENSMUSG00000061684	Rpl21-ps8	0.289386277450732	1.87091759344583	7.6263527476428	0.0077927880529341	0.0421416264215235	NS
ENSMUSG00000005846	Rsl1d1	-0.0849575752751157	9.15239109616926	7.62626695003962	0.00779311305073534	0.0421416264215235	NS
ENSMUSG00000096472	Cdkn2d	-0.137925117512834	5.06547717933681	7.6255113555361	0.00779597582937829	0.0421457469924514	NS
ENSMUSG00000032625	Thsd7a	1.69333263819361	-0.64620437545996	7.6343416813587	0.00780270413063144	0.0421707570767047	up
ENSMUSG00000015094	Npdc1	0.50228565361599	1.68937688218956	7.6202270584738	0.00781602789229441	0.0422303477441926	NS
ENSMUSG00000038059	Smim3	-0.174874761620343	4.94233260655694	7.61972392012975	0.00781793996221371	0.0422303477441926	NS
ENSMUSG00000032612	Usp4	0.103903204063246	6.25268199825825	7.60882160621512	0.00785949333181278	0.042437940347689	NS
ENSMUSG00000064967	Gm24405	-1.18527932479801	-1.14974333128117	7.60853170310942	0.00786060145209911	0.042437940347689	down
ENSMUSG00000105879	Gm6204	0.118634612654775	5.07478270810433	7.60095130518505	0.00788963521956767	0.0425832288875347	NS
ENSMUSG00000061028	Clasrp	0.168048939226278	4.43557655199316	7.59937163252381	0.00789569977740347	0.0426044994443971	NS
ENSMUSG00000038593	Tctn1	0.467348487640004	1.19563714722917	7.59704621962942	0.00790463627643494	0.0426189646244333	NS
ENSMUSG00000019883	Echdc1	-0.359536584887645	2.05390887943145	7.59694480010676	0.00790502627175184	0.0426189646244333	NS
ENSMUSG00000032407	U2surp	-0.0817277052050184	7.60937465964894	7.5968526959956	0.00790538046348315	0.0426189646244333	NS
ENSMUSG00000040034	Nup43	-0.122457408195231	7.16756485190879	7.59646332567468	0.00790687799482309	0.0426189646244333	NS
ENSMUSG00000029823	Luc7l2	0.115394171752212	5.64423152068589	7.59587402866041	0.00790914502036535	0.0426197333866693	NS
ENSMUSG00000031897	Psmb10	0.146059277799611	5.40965285628185	7.59388931615686	0.00791678525579799	0.0426398127467168	NS
ENSMUSG00000030452	Nipa2	-0.156035613892502	5.0211233604778	7.59377106516601	0.00791724071381044	0.0426398127467168	NS
ENSMUSG00000028640	Tfap2c	1.56516148118222	-0.0232699600917652	7.65241839826764	0.00791924744762571	0.0426398127467168	up
ENSMUSG00000051412	Vamp7	-0.170201451046706	5.28982999105807	7.59164185180084	0.00792544637015263	0.0426590534017524	NS
ENSMUSG00000084331	Gm8163	-0.726072972316138	-0.648494003090776	7.5911141015473	0.00792748162498372	0.0426590534017524	down
ENSMUSG00000020790	Ankfy1	0.176878915405276	4.11517422020392	7.59066863431576	0.00792919998679765	0.0426590534017524	NS
ENSMUSG00000064899	Snord118	-1.13063490674899	-0.667395195228432	7.59987608980591	0.00793425387762298	0.0426747992742285	down
ENSMUSG00000086015	4833417C18Rik	-1.16992106942468	-1.16058312540385	7.58791390671017	0.00793983491002494	0.0426933712047495	down
ENSMUSG00000028649	Macf1	0.153961124737096	6.38608908778386	7.59496073932042	0.00794896316141721	0.0427310018607588	NS
ENSMUSG00000052155	Acvr2a	-0.252762456585649	3.48891442682711	7.58124500035833	0.00796564332347243	0.0428001282232794	NS
ENSMUSG00000019913	Sim1	-0.518826643488831	3.45231013754698	7.72965359585288	0.00796608906319038	0.0428001282232794	NS
ENSMUSG00000030094	Xpc	0.21029597722986	3.70936446050588	7.57572209672239	0.00798708376801767	0.0429014389702732	NS
ENSMUSG00000050677	Ccdc96	-0.585608615624269	1.12909210223163	7.57485060289695	0.0079904725507605	0.0429081531888001	down
ENSMUSG00000066720	Cldn9	-0.946333607598076	1.69295148155443	7.70840793961197	0.00799797206098342	0.0429295641514694	down
ENSMUSG00000108477	Gm44878	-0.681854194017188	0.634888385053077	7.57272623905722	0.007998739447622	0.0429295641514694	down
ENSMUSG00000044676	Zfp612	-0.255469839261114	3.09644731981148	7.56599517044604	0.00802499285973035	0.0430589480481172	NS
ENSMUSG00000030166	Rad52	-0.126089179786413	4.81351904915335	7.56482051094055	0.00802958373603295	0.0430720612064955	NS
ENSMUSG00000026972	Arrdc1	0.546318763202876	2.34490848787374	7.62695624036754	0.00803615561369326	0.0430940658069214	NS
ENSMUSG00000027676	Ccdc39	0.335227190138661	2.14689920148625	7.56267350310372	0.00803798196837304	0.0430940658069214	NS
ENSMUSG00000020801	Med31	-0.134869947976008	5.7598261719192	7.5601963442822	0.00804768313872792	0.0431345495936841	NS
ENSMUSG00000025157	Zdhhc16	-0.205366512285665	3.85182173176189	7.55842883157559	0.00805461271226697	0.0431601603187767	NS
ENSMUSG00000040263	Klhdc4	0.138499865011753	5.61471763446848	7.54479359045568	0.0081082821320404	0.0434331852526622	NS
ENSMUSG00000031790	Mmp15	0.242697469123331	2.61701535672862	7.54438532064886	0.0081098949235606	0.0434331852526622	NS
ENSMUSG00000024592	C330018D20Rik	-0.193991510789268	3.99351241279252	7.54315671530416	0.00811475033614573	0.0434475904039914	NS
ENSMUSG00000017400	Stac2	-1.40356005593474	-1.4079903000951	7.57455469161012	0.00811891130634831	0.0434582707118356	down
ENSMUSG00000024593	Megf10	1.44145997668331	-0.369172471791398	7.57395803272078	0.00812125308094674	0.0434592102720601	up
ENSMUSG00000039512	Uhrf1bp1	0.218870331896541	4.37753102863268	7.53567094578634	0.00814440025745308	0.0435714554573397	NS
ENSMUSG00000021972	Hmbox1	0.212338647602988	3.4359277880023	7.53275475090983	0.00815598176479814	0.0436180633872937	NS
ENSMUSG00000022663	Atg3	-0.141038679856905	5.42223099047826	7.53189828988955	0.00815938645407893	0.0436180633872937	NS
ENSMUSG00000063328	Gm9396	0.212410331936114	2.38846657462773	7.53183585076726	0.00815963472697205	0.0436180633872937	NS
ENSMUSG00000072704	Smim10l1	-0.116360297326401	5.52512829348004	7.52589349024453	0.00818329950537259	0.0437329128068153	NS
ENSMUSG00000036109	Mbnl3	-0.405848990961905	2.37766584908134	7.52473237150611	0.00818793198440827	0.0437460163704923	NS
ENSMUSG00000039656	Rxrb	0.159720927707802	4.44622834313828	7.52307160842948	0.00819456269058637	0.0437697861284728	NS
ENSMUSG00000041241	Mul1	-0.136367671059274	5.1432654786074	7.52212114494182	0.00819836002876877	0.0437784133343516	NS
ENSMUSG00000075277	Haglr	-0.18178399214599	3.84769770943178	7.51554431999069	0.00822468703061408	0.0439073100607184	NS
ENSMUSG00000045996	Polr2k	-0.165226840717631	6.4373382769337	7.54357008520492	0.00826184874681853	0.0440939637027596	NS
ENSMUSG00000069972	Rps13-ps2	0.149202117823389	4.39007275486281	7.50483180882043	0.0082677604136187	0.044097067165488	NS
ENSMUSG00000097709	2810429I04Rik	-0.231005989187365	3.47190992484729	7.5042056751132	0.00827028535707285	0.044097067165488	NS
ENSMUSG00000032340	Neo1	-0.117296013015202	5.24647510059416	7.50415848805859	0.00827047567632063	0.044097067165488	NS
ENSMUSG00000097806	Gm6556	-0.724312658991629	0.176461457053813	7.50397335976302	0.00827122239775353	0.044097067165488	down
ENSMUSG00000034022	Cpsf1	0.112597070178706	6.11111181788879	7.49899984180929	0.00829130991936025	0.0441917193070271	NS
ENSMUSG00000064310	Zpld1	-1.78852053885938	-1.35006755263397	7.54217665021042	0.00829338167635117	0.0441917193070271	down
ENSMUSG00000044033	Ccdc141	0.312518278916702	2.65677940598755	7.49704546633279	0.00829921752792903	0.0442044328235478	NS
ENSMUSG00000037822	Smim14	-0.192294114094322	4.04443710865164	7.49680911204381	0.00830017438173187	0.0442044328235478	NS
ENSMUSG00000023764	Sfi1	0.287091534905481	2.71696569123883	7.49459257061461	0.0083091534704318	0.0442405087377396	NS
ENSMUSG00000061288	Taok3	0.369887259628471	1.92886425663717	7.49264934631355	0.00831703380229722	0.0442707169386274	NS
ENSMUSG00000079259	Trim71	0.110023363167675	6.4006807983361	7.49025905408186	0.00832673794597327	0.0443106145018874	NS
ENSMUSG00000021848	Otx2	2.07716032812766	-1.0326816911596	7.53050143691545	0.00834024679362608	0.0443702670960595	up
ENSMUSG00000043140	Tmem186	0.194737471686653	3.77690685522977	7.48627424911384	0.00834294209954677	0.0443702670960595	NS
ENSMUSG00000030816	Rnf40	0.142832772681075	4.89341568440087	7.48587126501747	0.00834458268135941	0.0443702670960595	NS
ENSMUSG00000028857	Tmem222	-0.103943553861156	6.64713778662334	7.48370905072079	0.00835339105406418	0.0444053342147948	NS
ENSMUSG00000058492	Scp2-ps2	0.612885776581834	-0.185466477901277	7.48235167139848	0.00835892572592882	0.0444229848777706	up
ENSMUSG00000034707	Gns	0.129030967723917	4.72571318587056	7.47813245827617	0.00837615416997418	0.0445027555503236	NS
ENSMUSG00000028163	Nfkb1	-0.217189626163803	4.77029116407681	7.49010639578035	0.00838105320239585	0.0445097890600458	NS
ENSMUSG00000031708	Tecr	-0.101088784900569	9.32194836593571	7.47672363285827	0.00838191521627221	0.0445097890600458	NS
ENSMUSG00000031776	Arl2bp	-0.156628246876061	6.93258943632766	7.51641411875792	0.00839632722045181	0.0445745214862938	NS
ENSMUSG00000014907	Naf1	0.193188489008152	3.5929505659467	7.47260486682019	0.0083987819067728	0.0445757573052052	NS
ENSMUSG00000090451	Gm6133	0.587270288057404	0.0291781767681407	7.47144713507954	0.00840352936396596	0.0445891579211545	up
ENSMUSG00000032380	Dapk2	0.441392616321794	2.49260241610725	7.47478125313186	0.00841352853533715	0.0446304096974971	NS
ENSMUSG00000055609	Hba-x	0.479367430566383	13.2366847065025	7.63697736476181	0.0084343534719185	0.0447290508468488	NS
ENSMUSG00000024251	Thada	0.180927619270463	4.67737132675108	7.46324053340143	0.00843726312813998	0.0447326566799007	NS
ENSMUSG00000032788	Pdxk	0.251507684110583	3.30823666357139	7.46052308283098	0.00844846486949846	0.044780211945014	NS
ENSMUSG00000005312	Ubqln1	-0.121140424161395	6.82430948382482	7.45825554299751	0.00845782402896762	0.0448179782538691	NS
ENSMUSG00000021947	Cryl1	0.273217203940984	2.88617152886404	7.45478285898302	0.00847217858847925	0.044882188233977	NS
ENSMUSG00000054057	A930004D18Rik	0.342993988688701	2.43322534977962	7.45388704164484	0.0084758856784059	0.0448899731996249	NS
ENSMUSG00000031253	Srpx2	0.887255461748072	-0.0311113056922059	7.45210565651229	0.00848326253360035	0.0449171847318792	up
ENSMUSG00000032328	Tmem30a	-0.1298154101816	5.50637790530354	7.44950301448838	0.00849405246780973	0.0449624487095511	NS
ENSMUSG00000102344	9430053O09Rik	1.40625597819433	-1.06044486074102	7.4679855604963	0.00850332419279804	0.0449996544331085	up
ENSMUSG00000095253	Zfp799	0.196621740332712	3.82070028535725	7.4463199038154	0.00850726858956396	0.0450086557077616	NS
ENSMUSG00000032815	Fanca	0.238029686296586	3.55609460898938	7.44182732156994	0.0085259585349147	0.045095644642093	NS
ENSMUSG00000105388	Rpl36a-ps2	0.155121535793245	3.96437424013146	7.43947685940039	0.00853575414908554	0.0451355560724708	NS
ENSMUSG00000104369	Gm38082	0.576425123976507	1.15355454042089	7.42358025160806	0.00860231645713854	0.0454755395950233	NS
ENSMUSG00000008348	Ubc	0.100927708189248	6.6721942056168	7.41792586152545	0.00862612449995033	0.045589386121708	NS
ENSMUSG00000012640	Zfp715	-0.243160443407041	2.9651200995831	7.41318370915768	0.00864614517792805	0.0456831615906222	NS
ENSMUSG00000083284	Gm13688	-0.703691006241819	0.214755459985866	7.41235787347294	0.00864963675014803	0.0456895767460426	down
ENSMUSG00000041702	Btbd7	-0.123852088067174	5.30865784903988	7.4111757106745	0.00865463743866387	0.0457039579611673	NS
ENSMUSG00000017831	Rab5a	-0.158608683654957	5.44648549012995	7.40557876911826	0.00867835464517102	0.0458171449714266	NS
ENSMUSG00000037805	Rpl10a	0.0832365428281687	9.52950446429804	7.4034542690157	0.00868737524117847	0.0458527024700138	NS
ENSMUSG00000020357	Flt4	1.0274808413463	1.11532325796727	7.49713769563545	0.00871361958536014	0.0459740881491503	up
ENSMUSG00000021987	Mtmr6	-0.236094600199954	3.29023993482548	7.39697284846923	0.00871495649642203	0.0459740881491503	NS
ENSMUSG00000039233	Tbce	-0.14424376761885	4.78309220925054	7.39621607746974	0.00871818290944281	0.0459790182779289	NS
ENSMUSG00000039178	Tbc1d19	-0.14650418070168	5.38262375513352	7.39427375864623	0.0087264695553499	0.0460106260760656	NS
ENSMUSG00000007039	Ddah2	-0.113473533108538	8.04755858406376	7.39005975034129	0.00874447667889921	0.0460835825132325	NS
ENSMUSG00000037161	Mgarp	-0.339972908860195	2.45745271322556	7.38961716955926	0.00874637017251165	0.0460835825132325	NS
ENSMUSG00000062997	Rpl35	0.0950195606806239	7.3373888347055	7.38900450893402	0.0087489920334708	0.0460835825132325	NS
ENSMUSG00000033554	Dph5	0.123806062024049	5.71815554877458	7.38837052044968	0.00875170604024743	0.0460835825132325	NS
ENSMUSG00000022987	Zfp641	-1.90457127158617	-1.62545661608957	7.40876565922116	0.0087517919138379	0.0460835825132325	down
ENSMUSG00000105485	Gm42447	-1.4787097741115	-1.49256324484522	7.41812931116152	0.00875800592364422	0.046104202267161	down
ENSMUSG00000062014	Gmfb	-0.110411207344626	7.1375711439228	7.38556904278379	0.0087637093835258	0.0461221242529629	NS
ENSMUSG00000038304	Cd160	-1.14702996067689	-0.745590941871382	7.38947386051413	0.00878983115602339	0.0462474672573148	down
ENSMUSG00000039883	Lrrc17	1.22566989088728	-0.060439417183785	7.37583647587834	0.00880554531333078	0.0463179994955538	up
ENSMUSG00000039994	Timeless	0.113026000324254	6.33164750795102	7.37430889998289	0.00881213080426681	0.0463404896973003	NS
ENSMUSG00000022228	Zscan26	-0.163929815015406	4.32894812266939	7.37304764899914	0.00881757206978048	0.0463426237194914	NS
ENSMUSG00000032590	Apeh	0.128122499082469	5.48858209987571	7.3727193900911	0.00881898882017176	0.0463426237194914	NS
ENSMUSG00000056481	Cd248	0.388406015131779	2.32434056605944	7.37260871990013	0.00881946652183323	0.0463426237194914	NS
ENSMUSG00000022602	Arc	-1.83896352400891	-1.21736641998332	7.37967010238085	0.00883200127640757	0.0463963366345349	down
ENSMUSG00000024096	Ralbp1	0.131346810656203	5.46586336765955	7.36467880460553	0.00885376679842319	0.0464984998717189	NS
ENSMUSG00000059974	Ntm	-0.638538596282081	1.1027287092756	7.36273358151151	0.00886220222316951	0.04653062051851	down
ENSMUSG00000066809	Gm10180	0.186096221875277	3.90953719389057	7.36204187428882	0.00886520384470446	0.0465342018661593	NS
ENSMUSG00000051007	Gatd1	0.154117715858111	5.04486234198396	7.35928865661368	0.00887716191373789	0.0465847821902719	NS
ENSMUSG00000037636	Slc25a43	-0.944537238477898	-0.282862957013895	7.35782545477674	0.00888352398061141	0.0466059775363562	down
ENSMUSG00000104279	Gm38300	-0.580477592761197	0.563213299897209	7.35438166817823	0.00889851673335037	0.0466681246285422	NS
ENSMUSG00000041685	Fcho2	-0.171165112128513	4.68255995722975	7.35403621230697	0.00890002217270474	0.0466681246285422	NS
ENSMUSG00000035877	Zhx3	0.222193923028282	3.34985877460457	7.35071010260542	0.008914530579336	0.0467314467482451	NS
ENSMUSG00000030967	Zranb1	0.106420360335975	5.31052654178494	7.3502002018861	0.00891675696103491	0.0467314467482451	NS
ENSMUSG00000096917	2500002B13Rik	-0.291364427423154	3.0157994528363	7.34818768098858	0.00892554997530883	0.0467653130333366	NS
ENSMUSG00000018363	Smurf2	-0.16186767065466	4.51945055363895	7.33650032644607	0.00897679520936031	0.0470213784067449	NS
ENSMUSG00000029103	Lrpap1	-0.170809536272999	6.33685065422349	7.3801903203543	0.00897910979345228	0.0470213784067449	NS
ENSMUSG00000109324	Prmt1	-0.372721698380037	8.66687700979028	7.5018007850787	0.00898554897442564	0.0470428192914737	NS
ENSMUSG00000061650	Med9	-0.0855366306269554	6.34355786375159	7.3338565233779	0.00898843047179296	0.0470456280002897	NS
ENSMUSG00000023011	Faim2	1.77550102192273	-1.67618211256915	7.36302935244936	0.00899562138885402	0.0470709849512753	up
ENSMUSG00000085039	Gm15927	-1.70198366876915	-0.954545385748031	7.33776047452154	0.00901469793704837	0.0471585058704209	down
ENSMUSG00000106947	1700025A08Rik	-1.04609296143286	-0.655889014420074	7.40400531120826	0.00902336675417099	0.0471793953716729	down
ENSMUSG00000015501	Hivep2	0.572098495200439	0.629715501507118	7.32593358739699	0.00902339447917003	0.0471793953716729	NS
ENSMUSG00000024165	Jpt2	-0.121554379385111	8.16082054221532	7.32122586387053	0.00904423774320022	0.0472760546128408	NS
ENSMUSG00000101970	1810026B05Rik	-0.15105169456664	5.56029689101244	7.31923047891856	0.00905308757579368	0.0472980063233286	NS
ENSMUSG00000067219	Nipal1	-0.524110567647015	2.21282788125913	7.3454769660605	0.00905651005679904	0.0472980063233286	NS
ENSMUSG00000102386	2900022M07Rik	-1.04338612385148	-0.62211201227014	7.31820297890019	0.00905764826099165	0.0472980063233286	down
ENSMUSG00000020696	Rffl	0.443049621155743	1.96072516376646	7.31815357102591	0.0090578676250737	0.0472980063233286	NS
ENSMUSG00000035273	Hpse	-1.29981005564156	-1.00720697462972	7.32714092402527	0.00906162322059899	0.0473053044630905	down
ENSMUSG00000021692	Dimt1	-0.118815383023344	6.38601049696011	7.31008207381653	0.00909377941425735	0.0474597673996183	NS
ENSMUSG00000046999	1110032F04Rik	-1.02917920681932	-0.168986798057135	7.30926605796645	0.00909741840379617	0.0474597673996183	down
ENSMUSG00000032330	Cox7a2	-0.102368088494032	9.13730368985704	7.30906650986186	0.0090983085145515	0.0474597673996183	NS
ENSMUSG00000024271	Elp2	-0.0831330512288086	7.15203918106365	7.30786863091024	0.00910365374668591	0.0474753058138842	NS
ENSMUSG00000021850	ccdc198	1.05364728114854	2.60329892613656	7.46488103516476	0.00911667200899689	0.0475308403961787	up
ENSMUSG00000041180	Hectd2	-0.549585182345055	0.521037486852004	7.30375322564224	0.00912204299665604	0.0475464865156959	NS
ENSMUSG00000028069	Gpatch4	0.100969813206303	6.7610465237297	7.30243630899069	0.00912793578376228	0.0475648435568413	NS
ENSMUSG00000037336	Mfsd2b	0.46853337303543	2.13633241891777	7.30168549491829	0.00913129724024034	0.0475700039557782	NS
ENSMUSG00000043885	Slc36a4	-0.321799064142285	2.68142454758773	7.30092915832134	0.00913468474389639	0.0475727136555884	NS
ENSMUSG00000019854	Reps1	-0.094746644481797	5.97512060108099	7.3005106037002	0.00913655994990441	0.0475727136555884	NS
ENSMUSG00000100707	Gm28523	-1.59840607342727	-1.58948326999989	7.36206958100047	0.00915199564400865	0.0476407204489106	down
ENSMUSG00000064294	Aox3	-1.60719700699711	-1.11564396445892	7.29427325386897	0.0091645527319176	0.0476937112601118	down
ENSMUSG00000063063	Ctnna2	0.710536564051324	0.9105133178694	7.29279286854953	0.00917120989246163	0.0477088525643194	up
ENSMUSG00000019923	Zwint	-0.0855901282231915	9.22609727989034	7.29256871412997	0.00917221834017445	0.0477088525643194	NS
ENSMUSG00000001943	Vsig2	2.91158970132215	-1.65391196490695	7.57396918486717	0.00918813183920388	0.0477792381954661	up
ENSMUSG00000086429	Gt(ROSA)26Sor	-0.311789182502009	5.48002072145462	7.4381728270316	0.00919077696645947	0.0477806083185048	NS
ENSMUSG00000113750	Gm5628	-0.931199061322674	-0.952792244665202	7.30757887553518	0.00919427226501244	0.0477863964198652	down
ENSMUSG00000080746	Rpsa-ps12	0.297888536797044	1.51796104261432	7.28491337626652	0.00920672934248738	0.0478344367125119	NS
ENSMUSG00000024524	Gnal	-0.423655150392535	1.55092881434206	7.28407586881994	0.00921051322439945	0.0478344367125119	NS
ENSMUSG00000031715	Smarca5	-0.0898087647594608	8.03144128458533	7.28404153534593	0.00921066837904664	0.0478344367125119	NS
ENSMUSG00000022089	Bin3	0.12749544800969	5.23075730366903	7.28221631551656	0.00921892061377477	0.0478649030418088	NS
ENSMUSG00000025789	St8sia2	-0.333627677727162	2.34837466058951	7.28090846475448	0.00922483850930217	0.0478743305016862	NS
ENSMUSG00000020817	Rabep1	-0.124299303134346	5.90025446549614	7.28020950445116	0.00922800288137784	0.0478743305016862	NS
ENSMUSG00000076928	Trac	-1.42117399902621	-1.15779055044756	7.32099779259438	0.00923062198950757	0.0478743305016862	down
ENSMUSG00000024687	Osbp	0.164699948610759	4.60802676716363	7.27950238581274	0.00923120535545429	0.0478743305016862	NS
ENSMUSG00000041959	S100a10	0.165709165779661	6.36758304867985	7.31455598562516	0.00923266796486013	0.0478743305016862	NS
ENSMUSG00000055538	Zcchc24	-0.188217938793625	4.8225477790494	7.27845910179653	0.00923593243567248	0.0478788828228582	NS
ENSMUSG00000032251	Irak1bp1	-0.154573176979062	5.08846004767812	7.27571238029146	0.00924838996201287	0.047931077090649	NS
ENSMUSG00000100865	Gm9320	0.3380474529496	1.38885825003958	7.27476881869535	0.00925267350312506	0.0479408925154171	NS
ENSMUSG00000044071	Fam19a2	-1.73155484136995	-1.49373666271325	7.35021411788911	0.00925987634297807	0.047965824733495	down
ENSMUSG00000065799	Gm25517	1.53291441164463	-1.6390371778065	7.33509184108279	0.00927195851681404	0.0480160123294588	up
