genes	logFC	logCPM	F	PValue	FDR	DE
ENSMUSG00000003923	Tfam	-0.118178076127468	7.09114842129752	11.3418759599619	0.00138555939834365	0.0178186491343399	NS
ENSMUSG00000025130	P4hb	-0.109412590351984	9.15628087811199	11.3364731363924	0.00138890191936606	0.0178501923807315	NS
ENSMUSG00000043885	Slc36a4	-0.411805948769888	2.68142454758773	11.3200377788203	0.00139912180219095	0.0179700266296766	NS
ENSMUSG00000022791	Tnk2	0.261462090590543	3.68684508676951	11.3177154272405	0.00140057222420582	0.0179771464888146	NS
ENSMUSG00000038644	Pold1	0.16564249337927	5.71174760722686	11.3114249566673	0.00140450883584993	0.0180094026151081	NS
ENSMUSG00000038301	Snx10	-0.227768603067665	4.85376721680888	11.3108318136953	0.00140488062469566	0.0180094026151081	NS
ENSMUSG00000047669	Msl3l2	-0.281455477032738	3.86900599647231	11.2997090871773	0.00141187157674698	0.0180781707892125	NS
ENSMUSG00000099881	2810013P06Rik	-0.216157816181408	3.84265205038386	11.2988605145864	0.001412406420828	0.0180781707892125	NS
ENSMUSG00000030032	Wdr54	-0.302149670333771	3.09073602457123	11.2980008856584	0.00141294844968025	0.0180781707892125	NS
ENSMUSG00000018585	Atox1	0.147748371349448	7.23428575798764	11.2940377422527	0.00141545017839855	0.0180986370165913	NS
ENSMUSG00000074171	Gm6658	-0.743904893116593	0.590495364843104	11.2852050947704	0.00142104246055248	0.0181585693271362	down
ENSMUSG00000023791	Pigx	-0.128295464183213	6.97446829584929	11.279537663503	0.001424642893927	0.0181744069139263	NS
ENSMUSG00000006273	Atp6v1b2	-0.102595472265292	7.02006342307869	11.2791066828551	0.00142491707956137	0.0181744069139263	NS
ENSMUSG00000061838	Suclg2	-0.14230144878824	6.71456183876357	11.2789769816324	0.00142499960500479	0.0181744069139263	NS
ENSMUSG00000058388	Phtf1	-0.17996739433465	5.34763497481253	11.2745881216073	0.00142779506922882	0.0181984909014413	NS
ENSMUSG00000031875	Cmtm3	-0.172398688896658	5.67007138516872	11.2607326147302	0.00143665797555844	0.0182998300353355	NS
ENSMUSG00000080776	Gm12174	0.172236877592519	4.33726060649994	11.2524411490982	0.00144198925882123	0.0183560840802484	NS
ENSMUSG00000117476	AC159289.2	0.469477282346092	1.08864454326935	11.2499466032091	0.00144359725988543	0.0183649005883459	NS
ENSMUSG00000042272	Sestd1	-0.176885705241637	5.11964700470258	11.2421008101753	0.00144866695034162	0.0184177163230377	NS
ENSMUSG00000048355	Arxes1	-0.157770104020329	5.40801569692751	11.2397993573492	0.00145015760310574	0.0184249916614993	NS
ENSMUSG00000029866	Kel	0.665429878424863	3.57214758946207	11.5218308137748	0.00145264541943365	0.0184261288254682	up
ENSMUSG00000073530	Pappa2	2.44318158502831	-1.13312211442246	11.3804985126251	0.00145287786378775	0.0184261288254682	up
ENSMUSG00000063275	Hacd1	-0.160222450642176	6.00534748430696	11.2354139440887	0.0014530024823991	0.0184261288254682	NS
ENSMUSG00000044627	Swi5	-0.118978671067329	8.08556931706544	11.2319640460754	0.00145524458275292	0.0184341182874924	NS
ENSMUSG00000049690	Nckap5	1.04735525920524	0.0863269697839994	11.2316171825136	0.00145547021071618	0.0184341182874924	up
ENSMUSG00000030471	Zdhhc13	-0.199057057273149	5.25400873599224	11.2289781441679	0.00145718805247446	0.0184404209229285	NS
ENSMUSG00000018654	Ikzf1	0.79193284759651	2.19068445292097	11.3557444306921	0.0014581942912415	0.0184404209229285	up
ENSMUSG00000027998	Plrg1	-0.139090853745939	7.36177658615265	11.2266192229463	0.00145872535164428	0.0184404209229285	NS
ENSMUSG00000032434	Cmtm6	-0.230240201478792	3.67320878864909	11.2233120996932	0.00146088344753291	0.0184560728743105	NS
ENSMUSG00000040139	9430038I01Rik	-0.154947139173694	4.91869513527735	11.2203269594502	0.00146283429853106	0.0184690885444494	NS
ENSMUSG00000104211	Gm37985	2.80897610249632	-1.1759169807768	11.4128783729689	0.00146854002887369	0.0185294654460779	up
ENSMUSG00000024099	Ndufv2	-0.141387696688584	8.28814067346282	11.2098053421056	0.00146973215446044	0.0185328513405313	NS
ENSMUSG00000038143	Stox2	0.192053211681965	4.61308624681963	11.1961532244627	0.00147873309108561	0.0186346377345223	NS
ENSMUSG00000096617	Gm5559	0.204388844495694	3.85303817888328	11.1847177540416	0.00148631695913811	0.0187184499900997	NS
ENSMUSG00000039316	Rftn1	-0.365537649354946	3.67334579987787	11.1823094031644	0.00148791932993671	0.0187268742767818	NS
ENSMUSG00000021846	Peli2	-0.212162760536021	4.89742140820288	11.1772540084396	0.00149128876505385	0.0187575142348027	NS
ENSMUSG00000017760	Ctsa	-0.171826991269224	6.09323656838857	11.1724713097708	0.00149448379670528	0.0187764752173042	NS
ENSMUSG00000055065	Ddx17	0.12367754501773	7.30301026029026	11.1715056027088	0.00149512979576941	0.0187764752173042	NS
ENSMUSG00000092276	1700116B05Rik	-1.57267348356231	0.622922657445057	11.2147190227079	0.00149560399747045	0.0187764752173042	down
ENSMUSG00000034854	Mfsd12	1.08618283693177	0.0193366374664034	11.1664685391908	0.00149850402309339	0.0187809857994068	up
ENSMUSG00000018171	Vmp1	-0.163774873872289	6.74434479689128	11.1647780452687	0.00149963823577447	0.0187809857994068	NS
ENSMUSG00000029390	Tmed2	-0.119621955207879	8.24656997050494	11.1647338002765	0.00149966793337737	0.0187809857994068	NS
ENSMUSG00000063229	Ldha	-0.163767645875325	11.7522126964595	11.2617230454911	0.00150014879166685	0.0187809857994068	NS
ENSMUSG00000039159	Ube2h	-0.153930068358902	5.63448320314552	11.163280093891	0.0015006440153748	0.0187809857994068	NS
ENSMUSG00000069744	Psmb3	-0.130414730657027	9.21539260285031	11.1558209399462	0.00150566288346646	0.0188320503541797	NS
ENSMUSG00000006456	Rbm14	0.161481595462841	5.2470932056821	11.1533016262396	0.00150736196066485	0.0188415549251453	NS
ENSMUSG00000019579	Mydgf	-0.134359300014281	6.64735950284541	11.1412920929815	0.00151548905716146	0.0189313458684765	NS
ENSMUSG00000107402	4732416N19Rik	-0.542001267845042	1.23601650643567	11.1373144056126	0.00151819093599879	0.0189532959290651	NS
ENSMUSG00000117711	AC136453.1	0.508417354445212	0.530285670324324	11.1309099668009	0.00152255180254329	0.0189959168299897	NS
ENSMUSG00000026941	Mamdc4	0.44615963294432	1.94766505948012	11.1253999837731	0.00152631411084997	0.0190310215611387	NS
ENSMUSG00000103932	Gm36963	1.59751275011115	-0.974821766743394	11.1870807143518	0.00152973362606224	0.0190479039607644	up
ENSMUSG00000039656	Rxrb	0.202863599534828	4.44622834313828	11.1190159406439	0.00153068540981266	0.0190479039607644	NS
ENSMUSG00000032769	Trpa1	-1.65851053575389	-0.0278539980339909	11.1850925228033	0.00153108171433891	0.0190479039607644	down
ENSMUSG00000029130	Rnf32	-0.544176363595545	1.72761739255955	11.1175659729579	0.00153168005976658	0.0190479039607644	NS
ENSMUSG00000031266	Gla	-0.227433243602446	4.22070800004923	11.1164947069933	0.00153241536201146	0.0190479039607644	NS
ENSMUSG00000025937	Lactb2	-0.199271939603759	4.33845301771119	11.1132987292012	0.00153461123274325	0.0190633873382632	NS
ENSMUSG00000064337	mt-Rnr1	0.330518457483016	8.13786725643387	11.45819406518	0.00153929490594358	0.0191097366355446	NS
ENSMUSG00000031617	Tmem184c	-0.184965140709351	5.40036077488848	11.0956198911743	0.00154681751182663	0.0191873789030219	NS
ENSMUSG00000019054	Fis1	-0.134081715700145	8.04357578955853	11.0946907717924	0.00154746182160749	0.0191873789030219	NS
ENSMUSG00000029253	Cenpc1	-0.17750553481094	5.34302026005353	11.0849240159956	0.00155425172054754	0.0192535818223262	NS
ENSMUSG00000062997	Rpl35	0.121483166065783	7.3373888347055	11.0840248524216	0.0015548783888856	0.0192535818223262	NS
ENSMUSG00000067786	Nnat	-0.226250735249461	7.6730378677408	11.3133917856108	0.00155568019808548	0.0192535818223262	NS
ENSMUSG00000032369	Plscr1	-0.201274620178568	5.71043298586802	11.076314821362	0.00156026272882998	0.0192983914092398	NS
ENSMUSG00000082503	Gm12229	-1.38627115478266	-0.798603834994667	11.0997357328257	0.00157408761533461	0.0194573910898601	down
ENSMUSG00000022770	Dlg1	0.207933600827293	5.59768133648901	11.0534909440586	0.00157631657064997	0.0194729452219087	NS
ENSMUSG00000032291	Crabp1	-0.243115581155183	8.21825851219893	11.3238141348988	0.00158380291206978	0.019553387090427	NS
ENSMUSG00000009092	Derl3	-0.912585435681065	0.377446822476834	11.0328882453852	0.00159095653734738	0.0196296248783906	down
ENSMUSG00000049420	Tmem200a	-1.45138378624489	-1.44165382876038	11.1971988542163	0.00159286633542769	0.0196411090481563	down
ENSMUSG00000006235	Epor	0.53950629674871	3.805428001493	11.2692523840819	0.00159390295481133	0.0196418188448556	NS
ENSMUSG00000114931	Gm32256	0.369017448248389	1.95017830909354	11.0239900437111	0.00159732339692851	0.019671885812879	NS
ENSMUSG00000038374	Rbm8a	-0.122324126360204	8.99219214832239	11.0122675302143	0.00160575184267966	0.0197592685072893	NS
ENSMUSG00000025580	Eif4a3	-0.126009008634476	9.31538263064235	11.0113846082873	0.00160638854228835	0.0197592685072893	NS
ENSMUSG00000067219	Nipal1	-0.656622825980991	2.21282788125913	11.0661679921429	0.00160840685851544	0.0197678134693925	down
ENSMUSG00000028370	Pappa	-0.416394642469906	3.06064702241197	11.006378917417	0.00161000328398871	0.0197678134693925	NS
ENSMUSG00000020572	Nampt	-0.161159488623852	6.4076338645992	11.0063291863121	0.00161003923880906	0.0197678134693925	NS
ENSMUSG00000100345	Gm29418	-0.914744064963778	1.12916873950018	11.0006607183459	0.00161414296512173	0.0198060771659157	down
ENSMUSG00000059552	Trp53	-0.106973532999063	7.85813601882885	10.9954056108676	0.00161795721493307	0.0198407442823883	NS
ENSMUSG00000024349	Tmem173	-0.334411817820323	3.44341753980729	10.9787534300491	0.00163010608700688	0.0199576264175608	NS
ENSMUSG00000041164	Zmiz2	0.269126978070177	3.89279453241983	10.9786321020186	0.00163019495337135	0.0199576264175608	NS
ENSMUSG00000029672	Fam3c	-0.180205795399334	5.43132124783669	10.9782525081323	0.00163047301856157	0.0199576264175608	NS
ENSMUSG00000054091	1810037I17Rik	-0.135381000107438	7.08692621789892	10.9727780323113	0.00163448877964384	0.0199945816446431	NS
ENSMUSG00000055737	Ghr	-0.274082724703367	4.19989126440041	10.9709906518661	0.00163580213971284	0.0199984537031804	NS
ENSMUSG00000040972	Igsf21	-0.730178187948312	1.71093141975867	10.9679292876482	0.00163805418453195	0.0200062708677428	down
ENSMUSG00000020131	Pcsk4	0.677821041766269	1.18478919322628	10.9674106952991	0.0016384360001845	0.0200062708677428	up
ENSMUSG00000000340	Dbt	-0.314380538395922	3.33749021519368	10.957469001536	0.00164577364774687	0.0200836441125898	NS
ENSMUSG00000031997	Trpc6	1.61345489098879	-0.230687510978897	11.0180830900039	0.0016488900726539	0.0201094423328769	up
ENSMUSG00000026723	Trdmt1	-0.319835601579125	3.1224890621467	10.9456195281452	0.00165456431577207	0.0201663847527456	NS
ENSMUSG00000033499	Larp4b	0.131805464226698	6.06853057792546	10.942305368506	0.00165703174753151	0.0201841960649528	NS
ENSMUSG00000075706	Gpx4	-0.114483349544668	9.01492856425558	10.9378342689531	0.00166036663907935	0.0202125458211225	NS
ENSMUSG00000033227	Wnt6	2.05512734046762	2.32052094855085	11.2807336238992	0.00166328052797286	0.0202326377003809	up
ENSMUSG00000022722	Arl6	-0.171918698418193	5.07300312961799	10.9325938138384	0.00166428431924204	0.0202326377003809	NS
ENSMUSG00000012609	Ttll5	0.260945889587247	3.37030138378576	10.9315809833338	0.00166504261007521	0.0202326377003809	NS
ENSMUSG00000027531	Impa1	-0.134665599468401	6.15800656197891	10.9229866929605	0.0016714915960112	0.0202987072634242	NS
ENSMUSG00000067148	Polr1c	-0.106442478123892	7.58874322190454	10.9141560359106	0.00167814518459065	0.0203600110131233	NS
ENSMUSG00000060572	Mfap2	-0.15488507568258	7.67635913953257	10.913594331339	0.00167856934581328	0.0203600110131233	NS
ENSMUSG00000043753	Dmrta1	-1.67741878264764	-0.867575832762228	10.9438779896389	0.00168742344495786	0.0204550387629877	down
ENSMUSG00000001313	Rnd2	0.416869162857697	2.70050917472226	10.8994782797756	0.00168926575820913	0.0204650058219756	NS
ENSMUSG00000033713	Foxn3	-0.129365632914937	6.77381242881957	10.8878110649401	0.0016981604157616	0.0205603465666924	NS
ENSMUSG00000016382	Pls3	-0.175317816915586	6.35585547903335	10.8799824116577	0.00170415616618154	0.0206204951784886	NS
ENSMUSG00000029076	Sdf4	-0.100893179979589	7.71033785699913	10.8779593363883	0.00170570918406568	0.0206268460824145	NS
ENSMUSG00000039461	Tcta	-0.317907257346713	3.36275824466041	10.8759501785842	0.00170725298440556	0.0206275653998364	NS
ENSMUSG00000063480	Snu13	-0.118549586919852	8.78619268352005	10.874359267062	0.00170847644943333	0.0206275653998364	NS
ENSMUSG00000005881	Ergic3	-0.101001399542944	7.32969343501908	10.8723151609229	0.00171004978380063	0.0206275653998364	NS
ENSMUSG00000021891	Mettl6	-0.123975278115247	6.28351590959792	10.8715129708033	0.00171066763829778	0.0206275653998364	NS
ENSMUSG00000027775	Mfsd1	-0.163552894670922	5.69545713940912	10.8711988751323	0.00171090962143992	0.0206275653998364	NS
ENSMUSG00000002416	Ndufb2	0.263421117180345	3.1268604587805	10.8693004667857	0.00171237294134319	0.0206308097141328	NS
ENSMUSG00000047284	Neurl4	0.183194833346928	4.76472801553669	10.8681823436467	0.00171323541938717	0.0206308097141328	NS
ENSMUSG00000037138	Aff3	0.284413501588426	4.07848380612955	10.8554167216404	0.0017231146330395	0.0207373279952241	NS
ENSMUSG00000037622	Wdtc1	0.378476528950049	2.08269043714789	10.8488580123701	0.00172821353789122	0.0207862230198883	NS
ENSMUSG00000040345	Arhgap9	-0.911567448164943	0.601984416290196	10.8357115140778	0.00173848157063931	0.0208971942900934	down
ENSMUSG00000096887	Gm20594	0.599990412523639	0.924447079348269	10.8244980320321	0.00174729029183768	0.0209905016975135	up
ENSMUSG00000038668	Lpar1	-0.186552123596405	6.14767603192439	10.8189620125228	0.00175165631250596	0.021030358432971	NS
ENSMUSG00000003970	Rpl8	0.0809486897759915	10.3680717830644	10.8061010695804	0.0017618433273812	0.0211400124604794	NS
ENSMUSG00000039168	Dap	-0.161358855014277	5.70555925084417	10.7983508665522	0.00176801211093926	0.0212013502508449	NS
ENSMUSG00000050786	Ccdc126	-0.729787339083155	1.03451551332157	10.7799117812883	0.00178277979140061	0.021365667965997	down
ENSMUSG00000006299	Aamp	-0.098520852470307	7.14354728748298	10.7759037429176	0.00178600684092974	0.0213915637270045	NS
ENSMUSG00000042249	Grk3	-0.682322219144022	2.01844357480636	10.8201362258249	0.00178886102494085	0.0214129653236058	down
ENSMUSG00000042406	Atf4	0.1159763300655	7.33488018231753	10.7651920159495	0.00179466137470491	0.0214695864635241	NS
ENSMUSG00000031697	Orc6	-0.111881280075248	7.78173774233776	10.7595415504826	0.00179924434291385	0.0215115852249927	NS
ENSMUSG00000025578	Cbx8	-0.425939444071568	2.48812308313288	10.7536605791623	0.00180402728392278	0.021555923388957	NS
ENSMUSG00000027601	Mtfr1	-0.143660319386928	6.18981522939912	10.7437471778094	0.00181211991906324	0.0216397320334802	NS
ENSMUSG00000036622	Atp13a2	0.259225840589203	3.85254754227109	10.7295139041184	0.00182380552794804	0.0217663215358081	NS
ENSMUSG00000035293	G2e3	-0.165178485069027	5.60374533305431	10.7265231110232	0.00182627100342822	0.0217827876758484	NS
ENSMUSG00000028573	Fggy	-0.348593815695073	3.06330898834747	10.7211358012813	0.00183072086756914	0.0218228889157292	NS
ENSMUSG00000030226	Lmo3	1.51793560463011	0.139556387904452	10.7147324342195	0.00183602475448232	0.021873116760347	up
ENSMUSG00000036046	5031439G07Rik	0.232667663318607	4.31998265593887	10.7099194727699	0.00184002190339253	0.0218970199674005	NS
ENSMUSG00000036764	Dnajc12	-0.316946749774846	4.05149327274316	10.7096883015851	0.00184021411948147	0.0218970199674005	NS
ENSMUSG00000049288	Lix1l	-0.257521183642851	4.13077712139098	10.7042817456607	0.00184471560718592	0.0219375723244599	NS
ENSMUSG00000078812	Eif5a	-0.100738940784631	12.0588907389275	10.698894566218	0.0018492124306399	0.0219780211987545	NS
ENSMUSG00000026890	Lhx6	-1.57097585688908	-0.323390418134197	10.7808519500618	0.00185128055370983	0.0219789813082751	down
ENSMUSG00000049134	Nrap	2.27008122840436	-1.76720352653981	11.0005216985529	0.00185148431915985	0.0219789813082751	up
ENSMUSG00000102762	4930403P22Rik	-1.6821366470509	-1.13451395117005	10.8668601720066	0.00186257489757683	0.0220858750391531	down
ENSMUSG00000096926	Gm26823	0.71587637472711	0.373078263541091	10.6820545702626	0.00186334339092448	0.0220858750391531	up
ENSMUSG00000057157	Gm6054	-0.49642808489163	1.04615671480844	10.6815226632859	0.00186379156820288	0.0220858750391531	NS
ENSMUSG00000038056	Kmt2c	0.228299517971418	4.51572087227883	10.6791189953872	0.00186581827263943	0.0220968395429116	NS
ENSMUSG00000024969	Mark2	0.178517598682184	4.83607021257291	10.6708756556357	0.00187278636724335	0.022166277344918	NS
ENSMUSG00000037029	Zfp146	-0.269236203105176	3.8540729018729	10.6642534367054	0.00187840386390344	0.022219657026905	NS
ENSMUSG00000025231	Sufu	0.190832064287564	4.74206289822207	10.6611276858813	0.00188106150282302	0.0222379822449237	NS
ENSMUSG00000021537	Cetn3	-0.155370717369785	7.82552716267566	10.6555119846371	0.00188584609329957	0.0222814159739552	NS
ENSMUSG00000030557	Mef2a	0.205705871672266	4.00747481840044	10.6528180580866	0.00188814584610126	0.0222862934149374	NS
ENSMUSG00000027030	Stk39	-0.179657502493205	5.38905073978394	10.6524261555907	0.00188848065025389	0.0222862934149374	NS
ENSMUSG00000028086	Fbxw7	0.211678004781966	4.47726509688925	10.648549679173	0.00189179569283757	0.022312289941039	NS
ENSMUSG00000025232	Hexa	-0.21049935332557	4.4207842237556	10.6418250961479	0.00189756080943837	0.0223671356985621	NS
ENSMUSG00000024981	Acsl5	0.229852474085938	4.16456763078867	10.6191373250787	0.00191714759730381	0.0225847416894357	NS
ENSMUSG00000027286	Lrrc57	-0.24719495056542	4.36586089153493	10.6160801916527	0.00191980302037523	0.0226027512880093	NS
ENSMUSG00000006517	Mvd	-0.213703290205235	5.858809765146	10.6477140613341	0.00192328623984477	0.0226237424148191	NS
ENSMUSG00000024642	Tle4	-0.174587987552706	5.48322876118045	10.6114394584803	0.0019238413198924	0.0226237424148191	NS
ENSMUSG00000001482	Def8	0.235617349115424	4.11698311495197	10.6095816176452	0.00192546047882893	0.0226295185273966	NS
ENSMUSG00000007867	Ift43	-0.142657477000954	6.4121908279634	10.6068264844214	0.00192786428033779	0.0226445042108528	NS
ENSMUSG00000094441	Zfp955a	-0.251157366179065	3.82545523995984	10.6049229009582	0.00192952695641003	0.0226507722641884	NS
ENSMUSG00000026080	Chst10	0.409169485399377	2.87771255992722	10.5996758265872	0.00193411776778616	0.0226913863493134	NS
ENSMUSG00000027011	Ube2e3	-0.126557090846355	7.75472112105421	10.5973420396981	0.00193616333665157	0.0227021092109315	NS
ENSMUSG00000033882	Rbm46	-1.54116868332275	-0.695360237114046	10.6372360590662	0.00195453034914257	0.022880832353848	down
ENSMUSG00000024346	Pfdn1	-0.127479995051654	8.17310856748687	10.5757816608972	0.00195516854486712	0.022880832353848	NS
ENSMUSG00000031207	Msn	-0.168730193711412	6.20401839195244	10.5748359459925	0.00195600664035774	0.022880832353848	NS
ENSMUSG00000029463	Fam216a	-0.176860405327969	5.01171210010502	10.5744384626316	0.00195635900363557	0.022880832353848	NS
ENSMUSG00000078700	D030028A08Rik	0.413877037945521	2.78010237210129	10.5718768076875	0.00195863146915093	0.022880832353848	NS
ENSMUSG00000020962	Gtf2a1	-0.151331875769249	5.78419570385038	10.5711323280261	0.00195929242159445	0.022880832353848	NS
ENSMUSG00000028603	Scp2	-0.137601114146451	7.20846784776911	10.571023125115	0.0019593893920801	0.022880832353848	NS
ENSMUSG00000053580	Tanc2	0.331589297081097	3.40456600845805	10.5693358206106	0.00196088833117637	0.0228822755145452	NS
ENSMUSG00000058064	Gm10036	0.176477688479459	4.23035427770167	10.5683168457195	0.00196179413244032	0.0228822755145452	NS
ENSMUSG00000028675	Pnrc2	-0.132667136842503	7.34037597060355	10.5604825807074	0.00196877292818611	0.0229503326468738	NS
ENSMUSG00000037750	Fam222b	0.228098858874457	4.01831678205755	10.5548723627482	0.00197378650622455	0.0229846913290534	NS
ENSMUSG00000007739	Cct4	-0.0971329617285012	9.5504678123009	10.5546206959669	0.0019740117216608	0.0229846913290534	NS
ENSMUSG00000038175	Mylip	-0.341458030612326	3.87995213129437	10.5465174344031	0.00198167023583117	0.0230604804357569	NS
ENSMUSG00000042063	Zfp386	-0.173571646291927	6.17003301271719	10.5414145445005	0.0019858676866349	0.0230847235226213	NS
ENSMUSG00000033364	Usp37	-0.156171872699287	5.59132128913136	10.5412067070436	0.00198605486990551	0.0230847235226213	NS
ENSMUSG00000074088	Snrnp40	-0.114755593121878	8.1798337526366	10.5362079635647	0.00199056242618663	0.0231152017226871	NS
ENSMUSG00000069008	Gm5537	-0.948835670487499	-0.392894785542252	10.5357439514891	0.00199098138654189	0.0231152017226871	down
ENSMUSG00000028300	C9orf72	-0.27490961991697	3.51308375312368	10.5332897781085	0.00199319881653328	0.023127561976455	NS
ENSMUSG00000038215	Cep44	-0.146789622308266	5.51112114702224	10.5237973859274	0.00200179989835819	0.0231895657148397	NS
ENSMUSG00000024843	Chka	0.148897624091989	5.43013195418245	10.52371932449	0.00200187079096487	0.0231895657148397	NS
ENSMUSG00000022641	Bbx	-0.191248914534871	6.27732523936102	10.5371538942916	0.00200201015941095	0.0231895657148397	NS
ENSMUSG00000019710	Mrpl24	-0.129332284776364	5.51423788147363	10.518787988717	0.00200635458796245	0.023226477636297	NS
ENSMUSG00000061455	Stx17	0.28568360902448	3.3697694034027	10.5151505077613	0.00200966869273936	0.0232478546061884	NS
ENSMUSG00000044468	Tent5c	0.502983577854549	2.11995972678455	10.5142184862606	0.00201051877887234	0.0232478546061884	NS
ENSMUSG00000059447	Hadhb	-0.167645273080373	5.80304772384317	10.510401610047	0.0020140040391855	0.0232618525618521	NS
ENSMUSG00000075000	Nrbf2	-0.184374892726666	4.66295419458762	10.5103531330218	0.00201404834512696	0.0232618525618521	NS
ENSMUSG00000010057	Nprl2	-0.20598315275362	4.6690917354048	10.4979492320893	0.00202541860072158	0.0233772171592295	NS
ENSMUSG00000067058	Rps15a-ps5	0.276886900035867	2.47589180783915	10.4969175941561	0.00202636729338551	0.0233772171592295	NS
ENSMUSG00000028995	Fam126a	0.249446855342756	4.31698396024655	10.4893255895335	0.00203336322060048	0.0234444442136132	NS
ENSMUSG00000063875	Rps6-ps1	0.231812346848727	3.29274385433115	10.4762551524586	0.0020454667782782	0.023570450606443	NS
ENSMUSG00000011877	Git1	0.247905153983007	4.60701180391084	10.4638748816722	0.00205700082689847	0.0236897534955437	NS
ENSMUSG00000001418	Glmp	-0.162201382081629	5.33744868792945	10.4591657835702	0.00206140591285917	0.0237268648443951	NS
ENSMUSG00000109902	Gm45693	-2.07314407757172	-1.58380589403691	10.5843812377565	0.0020628367534799	0.0237297195804551	down
ENSMUSG00000079737	3110001I22Rik	-0.292323148023057	3.66864795059907	10.4535732865893	0.00206665020552964	0.0237599635663815	NS
ENSMUSG00000027968	Larp7	-0.101702091861586	7.61324870785299	10.4450056204234	0.00207471154612847	0.0238245300732919	NS
ENSMUSG00000020589	Fam49a	-0.35688497509303	3.27265204088902	10.444503555909	0.00207518496044915	0.0238245300732919	NS
ENSMUSG00000038482	Tfdp1	-0.15144950507047	8.15823192934734	10.4438208823494	0.00207582885894299	0.0238245300732919	NS
ENSMUSG00000060206	Zfp462	0.214755319267469	4.16104322545973	10.4407083858751	0.00207876722255175	0.0238446129324376	NS
ENSMUSG00000028345	Tex10	-0.122572557608739	6.52107739865849	10.4385503414559	0.00208080708961112	0.0238543724753018	NS
ENSMUSG00000028173	Wls	-0.145647163163784	6.64070976146861	10.433552197269	0.00208553958470854	0.0238949715296531	NS
ENSMUSG00000069206	Zfp874a	-0.296146122423366	3.04623718734281	10.4312247388607	0.00208774718597554	0.0239066118978547	NS
ENSMUSG00000070972	Dnajc25	-0.230696045329772	4.27953910064062	10.4286633120541	0.00209017953650185	0.0239180179570114	NS
ENSMUSG00000021754	Map3k1	-0.227640775401036	5.13251255983528	10.4276657006102	0.00209112767902492	0.0239180179570114	NS
ENSMUSG00000006369	Fbln1	-0.136349067850532	7.72183859774383	10.424714163825	0.00209393549607687	0.0239364865654097	NS
ENSMUSG00000021113	Snapc1	-0.204201050553917	4.28628454918942	10.4173350393673	0.00210097260050946	0.0240032530247271	NS
ENSMUSG00000097176	Gm26830	1.18514316076995	-0.558147138736441	10.4097331737343	0.00210824803390286	0.0240726648014566	up
ENSMUSG00000062093	Gm10110	0.292690948604171	2.50627170731674	10.4083589844825	0.00210956602817436	0.0240740123192458	NS
ENSMUSG00000021176	Efcab11	-0.226127851881432	4.13891414919894	10.4068803463457	0.00211098516416222	0.0240765118609564	NS
ENSMUSG00000029671	Wnt16	-0.563739033524618	3.06899725556075	10.5148258134031	0.0021161175919963	0.0241116122410598	NS
ENSMUSG00000020802	Ube2o	0.237946027758514	4.2157755189985	10.4011790401774	0.00211646641194827	0.0241116122410598	NS
ENSMUSG00000033940	Brk1	-0.109087268361852	8.11521444748965	10.3993893049554	0.00211819014025315	0.024117069116328	NS
ENSMUSG00000101188	Eif4a-ps4	-0.161740398407228	5.66705431950243	10.3981862431195	0.00211934965866246	0.024117069116328	NS
ENSMUSG00000103983	Gm20045	0.548107141443612	1.15234565648903	10.3905045194937	0.00212676904584171	0.0241877781165966	NS
ENSMUSG00000036840	Siah1a	-0.1736353197652	5.53381788375703	10.387650418307	0.0021295326057966	0.024205486196879	NS
ENSMUSG00000059824	Dbp	-0.490893951071425	1.93987980951274	10.3765368484183	0.00214032951314854	0.0243144341408754	NS
ENSMUSG00000028583	Pdpn	0.407213727458396	2.64214352909431	10.3714356335665	0.00214530456536118	0.0243538946808335	NS
ENSMUSG00000030447	Cyfip1	-0.176396863053508	5.6873655859917	10.3704871011502	0.002146230973767	0.0243538946808335	NS
ENSMUSG00000025194	Abcc2	2.09608044740647	-0.559618431805754	10.4268195337901	0.00214837734705591	0.0243644693819309	up
ENSMUSG00000008384	Sertad1	-0.316800967337893	3.72648180546024	10.3643060914218	0.0021522780876383	0.0243949169458754	NS
ENSMUSG00000026049	Tex30	-0.146642270213496	6.35797020314066	10.3629405180679	0.00215361648507667	0.0243963037400385	NS
ENSMUSG00000023960	Enpp5	-1.7456880501754	-0.449901628030798	10.3792478487633	0.00215597793932322	0.0244092716809833	down
ENSMUSG00000028545	Bend5	-0.21881153267911	4.53416326810824	10.3555326309349	0.0021608921600096	0.0244511102730471	NS
ENSMUSG00000074505	Fat3	0.410314156471292	3.27712424526171	10.3632617457858	0.00216484330054999	0.0244820103132096	NS
ENSMUSG00000059776	Rpl13-ps6	0.195281249790274	3.6915830968475	10.3403733783151	0.00217586124007318	0.0245819245572326	NS
ENSMUSG00000002957	Ap2a2	0.13337389628163	5.78484315701167	10.3401033121491	0.00217612890108888	0.0245819245572326	NS
ENSMUSG00000028339	Col15a1	1.65979502743028	-0.536842168678741	10.3326592586266	0.00218352025553174	0.0246515381916026	up
ENSMUSG00000007670	Khsrp	0.197920517331284	4.62791769051649	10.328857281862	0.00218730545961457	0.0246689057738489	NS
ENSMUSG00000005204	Senp3	0.157804835186397	6.19905194852974	10.3286441413825	0.00218751786320791	0.0246689057738489	NS
