seqnames	start	end	width	strand	nWindows	logFC.up	logFC.down	PValue	FDR	direction	best	logFC	logCPM
chr11	25357451	25358450	1000	*	13	2	0	0.0746672012993989	0.637330507648388	up	282726	0.673131628015095	-1.30493354911456
chr11	25533101	25533500	400	*	6	2	0	0.0619178823490677	0.608794783387818	up	282728	0.630862273134748	-1.35459084949927
chr11	25616851	25617250	400	*	6	0	4	0.00035399517041967	0.154850147193452	down	282762	-1.5579342216728	-1.44973021136063
chr11	26773001	26773850	850	*	15	6	0	0.0159798232348779	0.439564472512417	up	282969	0.902362480132242	-1.41470861709054
chr11	27753551	27754200	650	*	11	0	6	0.0172653800783544	0.450800586065774	down	283022	-0.852131507938331	-1.31137625107012
chr11	27966751	27966950	200	*	2	2	0	0.0057349980365007	0.334190899127621	up	283026	0.979029178217979	-1.68398097005447
chr11	28537951	28538600	650	*	11	0	6	0.0471563304228917	0.572625866391493	down	283057	-1.87532021823965	-1.36100675392756
chr11	28583501	28584750	1250	*	23	0	0	0.0270315913971333	0.501745629951224	down	283101	-0.44860573766226	0.288242905663474
chr11	28659101	28659600	500	*	8	0	3	0.0322840625801216	0.523883840450448	down	283139	-0.655234736530278	-1.06619989246318
chr11	28692301	28693650	1350	*	25	14	0	6.40888132022418e-07	0.0100736544468007	up	283169	0.910263206405874	0.0708251946395948
chr11	28998401	28999450	1050	*	12	2	0	0.0110984331311811	0.401461928105789	up	283288	1.49313933770206	-1.61232947757239
chr11	29525801	29526900	1100	*	20	1	0	0.0810954516189987	0.649520535898326	down	283467	-0.279436135442731	0.865891550497782
chr11	29645501	29646000	500	*	8	0	3	0.061509418957247	0.608184939579161	down	283593	-0.811875195593347	-1.49950068306657
chr11	29691951	29693350	1400	*	26	0	0	0.0673433941684284	0.621335304597566	down	283616	-0.183421876448139	2.59413200669339
chr11	29823751	29824850	1100	*	20	0	8	0.0235359102869438	0.484565661410202	down	283702	-0.696725880516159	-0.987048792434079
chr11	29826101	29826250	150	*	1	1	0	0.0918593716200888	0.671723959903168	up	283730	0.624798147027558	-1.68062003487965
chr11	30159501	30160050	550	*	9	3	0	0.0413674974256766	0.555478987655393	up	283893	0.974993799841838	-1.6200921190149
chr11	30198151	30199250	1100	*	20	6	0	0.00800996690921216	0.366953281408461	up	283973	0.916025339214195	-1.18193276304661
chr11	30211751	30212050	300	*	4	0	2	0.0308168124644572	0.51856015434926	down	283981	-0.93759576407449	-1.69507514151613
chr11	30403951	30405400	1450	*	27	5	0	0.0286644785967366	0.510314845291614	up	284119	0.763426619006431	-1.12549922600785
chr11	30777301	30777900	600	*	10	4	0	0.0130918981994972	0.418841417643066	up	284275	0.972019396371821	-1.31570281567928
chr11	30785201	30785450	250	*	3	0	3	0.000288967840686507	0.140345024220612	down	284280	-4.58507612219412	-1.64187202094729
chr11	31090601	31090900	300	*	4	0	1	0.0949246376972987	0.67686261887581	down	284369	-1.62102019656026	-1.60383430900734
chr11	31159951	31160100	150	*	1	0	1	0.00530657525417937	0.327215466484617	down	284373	-0.973794732128908	-1.69972429408895
chr11	31369601	31371000	1400	*	26	0	0	0.00549022035420071	0.331075999206373	up	284450	0.324677491078246	1.26164724578713
chr11	31370901	31372200	1300	*	24	0	3	0.0538115265535418	0.58726672679631	down	284480	-0.531694191833088	-0.478926988882504
chr11	31550551	31551500	950	*	17	1	3	0.0714320382812208	0.631775543895542	down	284561	-0.595245703352663	-0.466623726511274
chr11	31563801	31564950	1150	*	13	6	0	0.0282660890744674	0.50806905367775	up	284587	1.41644750004706	-1.5818512470049
chr11	31753401	31754100	700	*	11	5	0	0.00196205722856478	0.255868381859965	up	284880	1.06272361124817	-1.53674475777544
chr11	31767801	31768550	750	*	13	0	8	0.0367864249971427	0.539208812201419	down	284951	-0.912486702448338	-1.31389090930159
chr11	31770001	31770750	750	*	13	6	5	0.036367746536834	0.538061586660959	up	284956	0.991426401303708	-1.31360424200225
chr11	31786301	31787150	850	*	15	4	0	0.0194304779756806	0.464553172698354	up	284992	1.0253631611382	-1.45247637218926
chr11	31795851	31796750	900	*	13	0	2	0.0503914877690283	0.580374115448938	down	285002	-0.843314166585047	-1.67397223799248
chr11	31820851	31821200	350	*	5	2	0	0.0100845510849896	0.389637239463768	up	285081	1.2352137788657	-1.69197989793959
chr11	31861151	31861750	600	*	10	8	0	0.0296556807700764	0.514369834909774	up	285209	0.924956459897055	-1.08182524434594
chr11	31869901	31870850	950	*	17	4	0	0.0732971970882089	0.63528709844124	up	285218	0.853429532619069	-0.913892093108058
chr11	31870751	31871700	950	*	17	2	0	0.029164576618133	0.512984002895457	up	285240	0.586840592844955	-0.370210444335384
chr11	31900551	31901050	500	*	8	0	4	0.00518387700167998	0.325143526121481	down	285270	-1.09932965837203	-1.52354870636862
chr11	32087401	32088050	650	*	11	1	7	0.0485980887315501	0.576076932659656	down	285543	-1.72717755904795	-1.12290484522074
chr11	32101051	32102100	1050	*	14	3	0	0.0650063022381532	0.616020303746656	up	285565	1.15929377820567	-1.56729169545615
chr11	32106151	32106750	600	*	10	0	2	0.00343291525855344	0.292427200117052	down	285602	-1.75023024313183	-1.39041350604413
chr11	32112951	32114150	1200	*	22	3	2	0.00655513504714872	0.350235314087279	up	285657	1.49761039938787	-1.57243765471893
chr11	32132301	32132450	150	*	1	1	0	0.00249994897931564	0.272760661114405	up	285689	1.24649944980017	-1.68149315353685
chr11	32198501	32199800	1300	*	24	7	0	0.0389540342655494	0.548193075384317	up	285898	0.809466944810566	-1.17647513160075
chr11	32205101	32206050	950	*	17	0	1	0.0388895075582401	0.548006091795214	down	285950	-1.2910246479783	-1.51644206253108
chr11	32262251	32263150	900	*	16	2	0	0.088152327115417	0.663844307912036	up	286234	0.551099641643495	-0.513172326595858
chr11	32284501	32285650	1150	*	19	4	0	0.029731478788168	0.514574816211515	up	286371	1.49730577224469	-1.56051501962758
chr11	32285551	32286800	1250	*	23	11	0	0.0197591377735294	0.466017881355431	up	286394	1.33567842159873	-1.35336960079669
chr11	32292351	32293100	750	*	12	8	1	0.0894361776321806	0.666563410008262	up	286431	1.05479904400055	-1.66566875215424
chr11	32297951	32298950	1000	*	18	4	1	0.0768038938838346	0.641830223711725	up	286469	1.57466869367211	-1.68856403034375
chr11	32540851	32541750	900	*	16	0	4	0.0499505080144327	0.579397084894012	down	286981	-1.16652433099075	-1.66741957576265
chr11	32541951	32542800	850	*	15	5	0	0.0990116327161538	0.682912818485319	up	287004	1.00563270426378	-1.61709381481824
chr11	32552151	32553250	1100	*	20	0	5	0.00441423463769058	0.310555609827712	down	287074	-0.932288670075119	-0.827108605165003
chr11	32553151	32554200	1050	*	19	5	0	0.00643376178408917	0.348139249208792	up	287086	1.04114217982815	-1.17448869455365
chr11	32567151	32568550	1400	*	26	1	6	0.00165711256701721	0.241387540567299	down	287180	-0.824623112903637	-0.830280557732541
chr11	32592051	32592900	850	*	15	0	4	0.0104431009712736	0.393879719778832	down	287258	-1.56916888472317	-1.25534701689157
chr11	32601501	32602550	1050	*	19	0	0	0.00170799531988938	0.242695435186206	down	287269	-0.30841556510905	1.69402789244542
chr11	32623251	32624250	1000	*	16	0	6	0.0841404939822941	0.656103896431838	down	287375	-0.870982195482437	-1.43595993530593
chr11	32676851	32677100	250	*	3	0	2	0.0640992245034024	0.614312954706656	down	287452	-0.730922084404422	-1.58924576732892
chr11	32743901	32744800	900	*	15	5	0	0.00499739205028519	0.322549957746387	up	287569	1.70181489347043	-1.48757692377222
chr11	32752051	32752950	900	*	12	1	5	0.0705349516565903	0.629917735375149	down	287632	-0.81747837023076	-1.528685495045
chr11	32768701	32769550	850	*	12	3	1	0.0946001131558335	0.676274905624213	up	287670	1.04947464180396	-1.68566437595116
chr11	32794951	32796200	1250	*	23	0	0	0.0371310176727848	0.540721813075227	down	287739	-0.487356138332041	-0.0278423267463826
chr11	32845151	32846250	1100	*	19	0	3	0.0463620335053245	0.57022351457572	down	287893	-2.51078992348993	-1.68462536999546
chr11	32883051	32884300	1250	*	22	6	0	0.0772922875925833	0.642541121731532	up	287999	0.993863185225997	-1.58500064815561
chr11	32931701	32932800	1100	*	20	0	3	0.0833090744468758	0.654657632322615	down	288208	-1.40299187166804	-0.832978400803514
chr11	32943451	32944900	1450	*	27	3	0	0.0633329115743323	0.612452631353374	up	288260	0.734524335007586	-0.907662684190724
chr11	32958851	32959550	700	*	12	0	6	0.0962864377933941	0.67926640273462	down	288299	-0.600912084782563	-0.978892410537538
chr11	32971251	32972800	1550	*	21	1	6	0.0955452254972367	0.67771024916712	mixed	288343	-0.900842739381665	-1.62928066588925
chr11	32989851	32990350	500	*	8	0	3	0.0619810115311789	0.608794783387818	down	288396	-1.0106984306041	-1.65450537913966
chr11	33059501	33060750	1250	*	21	3	4	0.0183953134955207	0.458890217672633	up	288515	1.25924733074497	-1.69214178238472
chr11	33078651	33079650	1000	*	18	1	3	0.000133257944069862	0.0991208458451325	down	288577	-0.563809021279466	0.86185551441421
chr11	33132651	33133650	1000	*	16	0	4	0.0622180986161964	0.609770204037973	down	288837	-0.945912333743218	-1.55670270093071
chr11	33143351	33144250	900	*	16	2	0	0.0563203457109413	0.59486909824436	up	288869	0.773540801520985	-1.13722567478243
chr11	33144651	33146000	1350	*	25	4	0	0.0116917674360107	0.406707483968847	up	288884	0.606747898247562	-0.393426773771247
chr11	33607901	33608700	800	*	11	3	0	0.0334842368115061	0.528618865133505	up	289433	0.514898783848473	-0.147172946313665
chr11	33646251	33646400	150	*	1	1	0	0.0749421201392809	0.63814663945835	up	289468	0.590414368152492	-1.69883354959389
chr11	33726151	33726950	800	*	10	1	0	0.0807447381542884	0.648830026163789	up	289569	0.801524194786798	-1.5057808742135
chr11	33736751	33737400	650	*	8	0	6	0.0596808527457016	0.603037044705881	down	289587	-1.06489580262972	-1.65390721830448
chr11	33744401	33745000	600	*	10	0	3	0.0596249712405777	0.603037044705881	down	289592	-0.599248050663317	-1.19516367832296
chr11	33782801	33783050	250	*	3	3	0	0.067441934271838	0.621511290875766	up	289667	0.617912054397941	-1.54070198233822
chr11	33818701	33819750	1050	*	19	5	0	0.00509685759674566	0.323458445007541	up	289755	0.989517269467711	-1.26297591969098
chr11	33929051	33929850	800	*	14	3	0	0.0411842190148503	0.554924614392661	up	289975	0.787527028427471	-1.02129590548152
chr11	33962951	33963800	850	*	15	0	5	0.0150001286420007	0.432871653419068	down	290054	-0.540369723771463	0.0263996784332311
chr11	34073701	34074650	950	*	13	0	1	0.0387613832884428	0.547666503643647	down	290223	-1.43935151953009	-1.62090083877457
chr11	34155001	34155550	550	*	9	0	5	0.00718184128863376	0.356918751783155	down	290313	-1.00673134993176	-1.30531687341653
chr11	34271751	34272550	800	*	14	0	5	0.0546370662782408	0.589945881257361	down	290409	-0.707835321144562	-1.28367935082592
chr11	34314351	34315550	1200	*	18	4	0	0.061234344657133	0.607602836474201	up	290502	0.836456516465132	-1.05898957612047
chr11	34351201	34352050	850	*	15	2	3	0.0748657997567545	0.637873732013138	down	290577	-1.59176791210903	-0.861818700613697
chr11	34401051	34402000	950	*	17	0	10	0.0105503278676065	0.395519343753436	down	290652	-0.797290275730403	-0.8691880551083
chr11	34832551	34833450	900	*	16	1	4	0.0698062398220632	0.627952147135625	mixed	290746	-0.762588504686294	-0.937270297119908
chr11	34843551	34843900	350	*	5	0	5	0.0317996711688762	0.522444925960559	down	290799	-0.901349153932174	-1.52252497636366
chr11	34982851	34983400	550	*	9	5	1	0.0698032658753754	0.627952147135625	up	290860	0.783279156482458	-1.40831416803736
chr11	35021601	35022300	700	*	12	0	1	0.0982339385351204	0.68143415071859	down	290923	-0.569159521493864	-0.823537778847168
chr11	35143951	35144300	350	*	5	0	2	0.0829807990885207	0.65403811368906	down	291196	-0.613273639304553	-1.41466946966341
chr11	35153051	35153650	600	*	10	7	0	0.0369185557473843	0.539855819289453	up	291231	1.55928432882261	-1.59042512375479
chr11	35165151	35166050	900	*	16	2	4	0.0538547312240752	0.587414530659605	down	291254	-0.659706170396753	-1.13345669782737
chr11	35203851	35204700	850	*	15	2	1	0.0460601294773724	0.569272177117267	mixed	291313	-0.795380987830405	-1.02819957746803
chr11	35204601	35205400	800	*	9	5	0	0.0551408289071124	0.591227314267291	up	291321	0.685251521872298	-1.33866641071699
chr11	35268901	35269500	600	*	10	3	0	0.074549418798602	0.637036094873567	up	291418	0.574364872341796	-1.06490955032997
chr11	35307951	35308400	450	*	7	6	0	0.0103643682707392	0.393091551904096	up	291572	0.870423017425539	-1.477824592398
chr11	35336601	35336950	350	*	5	0	5	0.00282344317038846	0.281685432101915	down	291682	-2.08715344834993	-1.61882073460347
chr11	35355851	35356700	850	*	15	0	4	0.0353017600901911	0.534841831017089	down	291726	-1.17174221339579	-1.60196356772994
chr11	35377951	35379150	1200	*	22	9	0	0.0297427185580816	0.514666311190039	up	291809	1.23932041767934	-1.59285452775559
chr11	35389251	35390200	950	*	17	0	4	0.0668258493829713	0.619926962642939	down	291906	-0.547192022889183	-0.396045399727577
chr11	35415751	35416600	850	*	12	5	4	0.0537625425098826	0.587144014982911	up	291994	1.26393937170839	-1.50016140490884
chr11	35428051	35428850	800	*	11	5	0	0.0475862110343249	0.573458346280302	up	292048	0.961865335530412	-1.6119772940715
chr11	35458201	35458400	200	*	2	0	2	0.0310293964611649	0.519151110483958	down	292119	-0.895795425684218	-1.64443065369197
chr11	35505051	35505900	850	*	15	6	0	0.0253209187486162	0.49216718533671	up	292206	1.2641481081877	-1.20109954327422
chr11	35544001	35544950	950	*	17	1	0	0.0741854851753768	0.636464611907004	up	292396	1.07205953369835	-1.13053018986583
chr11	35546101	35546850	750	*	13	5	0	0.068152816960133	0.623392566275795	up	292426	0.850606103696888	-1.42582133178552
chr11	35552751	35552900	150	*	1	1	0	0.0849479891176792	0.657383109582333	up	292439	0.542551524481466	-1.69651798400237
chr11	35557951	35559200	1250	*	23	0	2	0.0905952970820562	0.668973626341431	down	292471	-1.02146926729503	-1.50430622396521
chr11	35593101	35594200	1100	*	20	3	1	0.0629647237714727	0.611885325135533	up	292544	0.528515701224624	-0.632657897732814
chr11	35598801	35599600	800	*	14	3	0	0.0212391119658818	0.47348683534899	up	292552	0.980055687317102	-1.55930400769461
chr11	35641901	35642200	300	*	4	0	4	0.0367711464324939	0.539208812201419	down	292651	-0.925189213381791	-1.45629174288462
chr11	35834001	35835000	1000	*	18	2	0	0.098443486174609	0.681948060400835	up	292825	0.499053045096346	-0.499409260358455
chr11	35933601	35934550	950	*	17	4	0	0.0465736333755846	0.571310946028518	up	293136	0.65822810883611	-0.994153042983724
chr11	35945101	35945650	550	*	9	2	0	0.0970163094584297	0.680301137914797	up	293160	0.794386351543263	-1.3414958644908
chr11	35948251	35949000	750	*	13	8	0	0.00610687432033212	0.341816700702829	up	293169	0.843351664035117	-0.980905594700012
chr11	36137751	36138250	500	*	8	0	2	0.0648123777980954	0.615419054473747	down	293541	-0.675334620220057	-1.19312364733585
chr11	36152951	36153350	400	*	6	0	3	0.0258916531200283	0.49546537979317	down	293567	-1.30338254672084	-1.55644898447791
chr11	36221151	36221950	800	*	14	8	0	0.0426203560013905	0.558985221345401	up	293624	0.780290097096146	-1.48248838470723
chr11	36276001	36276600	600	*	10	0	6	0.00176211620157231	0.243837972949081	down	293689	-1.52879447765747	-1.51844231358467
chr11	36512251	36512800	550	*	9	0	4	0.0835257894867346	0.654744186790855	down	293786	-0.692513072665418	-1.47797050827742
chr11	36697051	36698200	1150	*	17	5	0	0.0203837256863004	0.469881831303966	up	293833	0.767162360969592	-1.29322754486776
chr11	36997401	36998100	700	*	12	1	5	0.0964845108564409	0.679299005423396	down	293868	-1.8005553445319	-1.4626643073253
chr11	38747551	38748050	500	*	8	3	0	0.016956332469524	0.447621676991966	up	293965	1.84637956698263	-1.68046362152909
chr11	39411851	39412600	750	*	11	0	8	0.0026543663221161	0.278315701310003	down	293983	-1.05514187102368	-1.3274107412566
chr11	40394501	40395750	1250	*	22	0	7	0.00292647231983622	0.282211967945139	down	294047	-0.485239934543506	0.28043168476407
chr11	40572901	40573500	600	*	10	4	0	0.0106083741715006	0.395713988750564	up	294098	0.961085087198647	-1.36200550246461
chr11	40927151	40927650	500	*	8	3	0	0.085168226291797	0.657429867573593	up	294258	0.661228299186787	-1.05117438460212
chr11	43263651	43264250	600	*	10	3	0	0.0120873726991443	0.410134263416848	up	294446	0.645693946916619	-0.795558537140561
chr11	43384901	43386250	1350	*	25	0	0	0.0794988532558415	0.646475800391296	down	294479	-0.31022634385058	0.775862080530105
chr11	43399351	43399750	400	*	6	0	2	0.0611637044564014	0.607459685462476	down	294494	-0.578050038430102	-1.22989694629725
chr11	43418001	43418150	150	*	1	0	1	0.0175863817830787	0.452226835311485	down	294534	-0.849806356341554	-1.65218974388784
chr11	43433251	43434350	1100	*	16	0	3	0.0524615373285457	0.585656790845013	down	294560	-0.928607457071943	-1.59938923173244
chr11	43473551	43474600	1050	*	19	0	3	0.0893930034789655	0.666427046237482	down	294582	-1.45715292009602	-1.08019593554982
chr11	43482801	43484050	1250	*	23	1	4	0.0342229025773718	0.531928629857081	down	294624	-0.956370728485334	-1.36363837074293
chr11	43516501	43517350	850	*	15	0	4	0.0164941204587071	0.44414420206057	down	294751	-0.955904148176782	-1.37231921013769
chr11	43536701	43537400	700	*	12	3	0	0.047164361867595	0.572625866391493	up	294816	1.92727356915452	-1.58347023690067
chr11	43584801	43585650	850	*	9	5	2	0.0227750560082573	0.480281761035674	up	295003	1.36361739624017	-1.65911715239837
chr11	43617501	43618500	1000	*	18	0	5	0.098563965098784	0.681993433848284	down	295079	-0.568554618457199	-1.11125646445274
chr11	43726701	43726850	150	*	1	0	1	0.0124999119485999	0.414509328743195	down	295252	-1.13058550164424	-1.69201221693511
chr11	43795851	43796500	650	*	11	0	2	0.00240347323299004	0.271275201427934	down	295377	-1.78070002793645	-1.39961563133115
chr11	43925551	43926000	450	*	7	1	0	0.0827344415066154	0.653493053978815	up	295431	0.657023640438206	-1.25866949666629
chr11	43980151	43980300	150	*	1	0	1	0.0972826211482256	0.680687884182664	down	295475	-0.593794480163577	-1.69828154639729
chr11	44002301	44003600	1300	*	24	0	11	0.0577578652343807	0.597895178075431	down	295495	-0.754900225153131	-1.03960741512987
chr11	44127051	44127600	550	*	9	0	7	0.00271056433461783	0.278738301892271	down	295515	-1.08008482961244	-0.78185272523913
chr11	44281901	44282200	300	*	4	0	3	0.0496529011390995	0.578791580556211	down	295532	-1.41502659773705	-1.51885062987834
chr11	44362201	44362550	350	*	5	0	4	0.0113939097406865	0.403561805458315	down	295565	-0.693305348173369	-1.12486597243664
chr11	44382051	44382700	650	*	10	9	0	1.37880830439304e-05	0.0384346719582557	up	295591	2.57545212503323	-1.19428205852221
chr11	44398401	44399550	1150	*	21	2	0	0.0693626875529018	0.626358073880205	up	295627	1.39363010926746	-1.33016014004993
chr11	44470551	44471650	1100	*	20	0	0	0.0802365042038408	0.647710653402414	up	295659	0.470012366166661	-0.246414524207671
chr11	44562301	44562950	650	*	7	4	0	0.0687978794095251	0.625088714291094	up	295813	0.830976705755648	-1.6728256578848
chr11	44581001	44581800	800	*	11	0	3	0.0195280660541025	0.465102163032922	down	295829	-0.692591847786318	-0.944365062774928
chr11	44613151	44614450	1300	*	23	2	0	0.0922872674393773	0.672506462154329	up	295901	0.363338875514256	0.373191966018042
chr11	44618101	44619300	1200	*	18	5	0	0.0119059595641068	0.408442919562227	up	295960	0.842470890662311	-0.682436327665074
chr11	44684401	44685050	650	*	11	2	2	0.0839313188598204	0.655771298084565	up	296187	1.48133515764553	-1.67723080442698
chr11	44691651	44692050	400	*	6	0	3	0.046711550256717	0.571685662264234	down	296229	-0.85702242656017	-1.52302858578191
chr11	44740201	44740700	500	*	8	4	0	0.0404772533645511	0.552699998057356	up	296346	0.671203672372213	-1.19324520021144
chr11	44741201	44741500	300	*	3	0	1	0.0146967954992209	0.430947149143836	down	296352	-1.94250154557052	-1.69800110212381
chr11	44761301	44761950	650	*	11	1	5	0.0156597411313571	0.437635303823061	down	296375	-0.845542909614765	-1.34361045272852
chr11	44766151	44766600	450	*	7	0	4	0.00348172889246246	0.292427200117052	down	296379	-1.75662155254772	-1.62943349600134
chr11	44777451	44777900	450	*	6	0	6	0.0127639200152796	0.416159633143856	down	296415	-1.06517193328315	-1.66894744282956
chr11	44785401	44785800	400	*	6	0	3	0.0986391984674616	0.682083508807494	down	296421	-0.530205650050806	-1.43638442506958
chr11	44788001	44788300	300	*	4	0	3	0.0546953536430665	0.590145252631423	down	296425	-1.12291935833978	-1.56631096395369
chr11	44799101	44799450	350	*	5	4	0	0.0296973888580885	0.514369834909774	up	296470	0.851600593230397	-1.57826628263907
chr11	44866851	44867700	850	*	14	2	4	0.0115477443112323	0.406029591307499	down	296603	-2.00716047975175	-1.57534545222522
chr11	44919601	44920500	900	*	16	2	0	0.0141513425239976	0.427147526207791	up	296645	1.02022985925516	-1.26867496275741
chr11	45007351	45008500	1150	*	16	4	4	0.0630202817651195	0.611985368464191	down	296701	-0.520202568779436	-0.522556964742361
chr11	45241651	45242100	450	*	7	0	7	0.000174175359024515	0.106830424718631	down	296722	-1.8220785869293	-1.63042110116237
chr11	45353351	45354000	650	*	11	0	4	0.0895757099727342	0.666922617327808	down	296739	-1.38437454077624	-1.67404045842042
chr11	45456801	45456950	150	*	1	1	0	0.0567593221279131	0.595783362994069	up	296790	0.879847644879003	-1.68115019359187
chr11	45457951	45458850	900	*	16	1	4	0.0852035334264763	0.657429867573593	down	296810	-0.973436792807144	-1.3356956113559
chr11	45485951	45486500	550	*	9	2	1	0.0808409199007166	0.6491097313358	up	296832	1.02477693328992	-1.56525217726878
chr11	45490551	45491500	950	*	9	0	3	0.0163931402584839	0.443358414489619	down	296837	-1.11764694668367	-1.60230278400796
chr11	45537851	45538900	1050	*	19	0	8	0.00542626834425254	0.330238374864347	down	296965	-0.548260297647757	0.0335386874584501
chr11	45751801	45752650	850	*	15	9	0	0.00103206090985252	0.214546413151938	up	297097	1.07390561350433	-1.16131337268147
chr11	45926301	45927600	1300	*	24	1	5	0.0669293377054327	0.619926962642939	mixed	297279	-0.798420152623607	-1.48451047575438
chr11	46169851	46170350	500	*	8	0	8	0.0578202993410639	0.598132558117104	down	297752	-0.730644389350968	-1.55039808836337
chr11	46220901	46221250	350	*	5	0	4	0.0680411265555401	0.6231966734406	down	297914	-0.755110708258435	-1.65265574884819
chr11	46268951	46269900	950	*	17	3	0	0.0864719169520251	0.660121016950951	up	297947	0.98353588138818	-1.22529600550365
chr11	46321651	46322050	400	*	5	0	3	0.0418536857603516	0.557247148370773	down	298062	-0.787209827116609	-1.6028874447191
chr11	46388251	46388800	550	*	9	0	5	0.00109343220638081	0.215856817156775	down	298076	-1.42359216383123	-1.35453542340112
chr11	46839251	46839800	550	*	9	2	0	0.0435645029033403	0.561863801021218	up	298176	1.43293735115752	-1.51760658184928
chr11	47130001	47130700	700	*	12	0	6	0.0574935713115176	0.597433498006654	down	298240	-1.08462031331921	-1.60232695319992
chr11	47640501	47640950	450	*	7	3	0	0.0029690430113821	0.282737146399433	up	298311	1.20962542471332	-1.66154905851798
chr11	47976901	47977500	600	*	10	0	4	0.0145754527540822	0.430297410323485	down	298330	-1.09067441148773	-1.02717887918103
chr11	48822601	48823150	550	*	9	3	0	0.0721637608538875	0.633361803395794	up	298758	0.650266750685896	-0.892848859423262
chr11	48825851	48826750	900	*	16	1	1	0.0450424529941797	0.566103450254174	mixed	298791	-2.76314136958263	-1.44282782916086
chr11	48826651	48827500	850	*	14	1	0	0.0336559341743851	0.529752639082466	up	298807	0.967844692755581	-0.930478155710904
chr11	49168751	49170000	1250	*	23	0	11	0.0132000144812499	0.41961678687674	down	299238	-1.70552812606964	-1.40831888814586
chr11	49202101	49203350	1250	*	23	6	1	0.0115476720323781	0.406029591307499	up	299261	0.800757702536205	-0.609423319554194
chr11	49247201	49247750	550	*	9	0	3	0.0268141184595608	0.500722312968628	down	299338	-0.684707806008487	-0.564052654157587
chr11	49652351	49653500	1150	*	21	3	0	0.0773502041465457	0.642541121731532	up	299620	1.27859435166179	-1.52671800220822
chr11	49665451	49666250	800	*	13	0	7	0.0712416275742496	0.631442369692082	down	299711	-1.41365011062995	-1.60315498855933
chr11	49826601	49827650	1050	*	19	3	0	0.033362816915582	0.528344422744187	up	299990	0.509690765618231	-0.0477717683214534
chr11	49900601	49901750	1150	*	21	3	2	0.0856732105009395	0.658823537419663	up	300100	0.596936466201908	-0.827058886914607
chr11	49926851	49928100	1250	*	23	4	0	0.0182860961486761	0.457198481484523	up	300185	1.50969366844194	-1.53959347701208
chr11	49931151	49932000	850	*	15	0	4	0.0791734384777418	0.645908538360297	down	300196	-0.634040501182032	-1.25256559510337
chr11	49933451	49934150	700	*	7	4	0	0.0116730021718868	0.406707483968847	up	300223	1.46615873666368	-1.65625039572304
chr11	50127651	50128150	500	*	8	0	1	0.0388501441747161	0.547865399495465	down	300542	-0.55699949858957	-0.810634476304379
chr11	50161201	50162350	1150	*	21	0	6	0.062807111887292	0.611378209854226	down	300653	-0.923701948306823	-1.30035656904096
chr11	50213001	50213900	900	*	16	6	0	0.0411434571364671	0.554881217662578	up	300758	1.14773113609927	-1.6313206426197
chr11	50232551	50233950	1400	*	24	0	7	0.0731305143317714	0.635127715999962	down	300964	-1.20866936697002	-1.58357928241868
chr11	50275751	50276100	350	*	4	2	0	0.0780097724687652	0.643483246368911	up	301147	1.00566862949026	-1.67756001777811
chr11	50358551	50360000	1450	*	27	3	0	0.0209368675885926	0.472208331482679	up	301250	1.27416416750543	-1.65880523138753
chr11	50370551	50371400	850	*	13	5	1	0.0779068023186341	0.643305030216063	up	301296	0.834829263650817	-1.48620830125283
chr11	50377551	50379000	1450	*	27	0	0	0.02264533534683	0.479695127182237	up	301364	0.34593684441175	0.715137478650717
chr11	50487201	50487350	150	*	1	1	0	0.0843793783516842	0.656249180740123	up	301549	0.595027177714442	-1.67311287249853
chr11	50501251	50501700	450	*	7	1	0	0.0575957471907424	0.597501200766626	up	301568	0.935102713358136	-1.49956740856128
chr11	50559051	50559650	600	*	10	0	1	0.017935819347655	0.454729519273457	down	301573	-0.802791610367374	-1.17447483908398
chr11	50621901	50623150	1250	*	20	2	0	0.0306799874956215	0.518027394334029	up	301721	0.974827857993367	-1.64935734551565
chr11	50654001	50654350	350	*	5	4	0	0.0323289677163709	0.523883840450448	up	301741	0.947073869208984	-1.52095274148095
chr11	50720301	50721250	950	*	17	0	2	0.079381841648744	0.646165425493597	down	301818	-0.658656887566481	-0.79306941511243
chr11	50732951	50733500	550	*	9	4	0	0.0734082683546355	0.635476042997288	up	301844	0.932498194529367	-1.67847184726159
chr11	51029301	51029750	450	*	5	0	1	0.0993704332703508	0.683341408808263	down	302137	-0.827453067621319	-1.69412614241155
chr11	51084651	51084850	200	*	2	0	2	0.00308777488622143	0.286462154644747	down	302180	-1.15899956258167	-1.63916491150387
chr11	51263551	51264800	1250	*	23	0	9	0.00280095454815266	0.281196955868915	down	302223	-0.974672778619195	-0.842531618291588
chr11	51386301	51387000	700	*	12	1	0	0.098963759762393	0.682796647568014	up	302373	0.766942458657738	-1.57868177952028
chr11	51484601	51485600	1000	*	18	5	0	0.000119243028825107	0.094427412429554	up	302688	0.727434188409539	0.0280692108566746
chr11	51502101	51503550	1450	*	27	4	0	0.0162334846636967	0.441874328060111	up	302780	0.680969861332962	-0.514848150150159
chr11	51523701	51524900	1200	*	22	5	0	0.00214005759937337	0.262610432213808	up	302908	1.12890424346176	-1.40492716079016
chr11	51579601	51580650	1050	*	19	9	0	0.0148428978391292	0.432052885565482	up	303100	0.915264706118971	-1.45470184629351
